Time,Open,High,Low,Close,Volume
2024.03.29 20:00:00,1.0788,1.07956,1.07861,1.07917,1409
2024.04.01 00:00:00,1.0787,1.07987,1.07841,1.07912,4107
2024.04.01 04:00:00,1.07912,1.07945,1.07841,1.07867,3634
2024.04.01 08:00:00,1.07867,1.07921,1.07826,1.07897,3851
2024.04.01 12:00:00,1.07897,1.0790899999999999,1.07771,1.07817,4846
2024.04.01 16:00:00,1.07816,1.07829,1.07309,1.07364,10112
2024.04.01 20:00:00,1.07366,1.0744,1.07366,1.07422,3806
2024.04.02 00:00:00,1.07423,1.07436,1.07309,1.07371,3548
2024.04.02 04:00:00,1.07371,1.07382,1.07293,1.07332,3435
2024.04.02 08:00:00,1.07332,1.07428,1.07246,1.07312,7953
2024.04.02 12:00:00,1.07312,1.0756000000000001,1.07311,1.0749,8179
2024.04.02 16:00:00,1.0749,1.0779,1.0748,1.07682,11312
2024.04.02 20:00:00,1.07682,1.07692,1.07601,1.07687,3401
2024.04.03 00:00:00,1.07685,1.07729,1.07659,1.07688,2543
2024.04.03 04:00:00,1.07687,1.07794,1.07658,1.07746,3055
2024.04.03 08:00:00,1.07746,1.07774,1.0764,1.07712,5573
2024.04.03 12:00:00,1.07707,1.07864,1.07651,1.07778,8030
2024.04.03 16:00:00,1.07781,1.08362,1.0777700000000001,1.08305,14311
2024.04.03 20:00:00,1.08305,1.08369,1.08255,1.08355,5668
2024.04.04 00:00:00,1.08352,1.08435,1.08292,1.08432,2419
2024.04.04 04:00:00,1.08432,1.08447,1.08381,1.08426,2467
2024.04.04 08:00:00,1.08426,1.08626,1.08389,1.08619,6677
2024.04.04 12:00:00,1.08617,1.08703,1.08506,1.08697,6541
2024.04.04 16:00:00,1.08697,1.08764,1.08579,1.08587,7555
2024.04.04 20:00:00,1.08587,1.08618,1.08315,1.08362,8258
2024.04.05 00:00:00,1.08361,1.08439,1.08229,1.08415,5321
2024.04.05 04:00:00,1.08415,1.08432,1.08233,1.08263,3467
2024.04.05 08:00:00,1.08263,1.08463,1.08224,1.08375,6665
2024.04.05 12:00:00,1.08373,1.08479,1.08003,1.08092,8971
2024.04.05 16:00:00,1.08095,1.08443,1.07912,1.08356,13588
2024.04.05 20:00:00,1.08356,1.08389,1.08307,1.08363,5208
2024.04.08 00:00:00,1.0836999999999999,1.08375,1.0823,1.08271,3626
2024.04.08 04:00:00,1.0827,1.08432,1.08269,1.0832,4362
2024.04.08 08:00:00,1.08322,1.08377,1.08222,1.08234,7619
2024.04.08 12:00:00,1.08234,1.08356,1.08209,1.08342,6633
2024.04.08 16:00:00,1.08344,1.0859,1.08344,1.085,9414
2024.04.08 20:00:00,1.085,1.08622,1.08493,1.08585,3867
2024.04.09 00:00:00,1.08582,1.08634,1.08471,1.08586,2713
2024.04.09 04:00:00,1.08587,1.08622,1.08539,1.08564,3079
2024.04.09 08:00:00,1.08565,1.08626,1.0849199999999999,1.08575,5215
2024.04.09 12:00:00,1.08575,1.08839,1.08564,1.08805,6546
2024.04.09 16:00:00,1.08807,1.0885,1.08521,1.08545,9943
2024.04.09 20:00:00,1.0854300000000001,1.08587,1.08477,1.08563,4060
2024.04.10 00:00:00,1.08558,1.08597,1.08523,1.08572,3028
2024.04.10 04:00:00,1.08572,1.08588,1.08505,1.08524,3560
2024.04.10 08:00:00,1.08524,1.08605,1.08479,1.0860400000000001,5640
2024.04.10 12:00:00,1.0860400000000001,1.08664,1.07783,1.07807,9894
2024.04.10 16:00:00,1.07807,1.07812,1.07287,1.07361,15951
2024.04.10 20:00:00,1.07361,1.0754299999999999,1.0729,1.07416,10759
2024.04.11 00:00:00,1.07415,1.07458,1.07381,1.07424,3436
2024.04.11 04:00:00,1.07424,1.07489,1.07411,1.07462,3607
2024.04.11 08:00:00,1.07462,1.0749900000000001,1.07266,1.07405,7928
2024.04.11 12:00:00,1.07404,1.07469,1.07148,1.07414,12338
2024.04.11 16:00:00,1.07414,1.07563,1.06992,1.07175,15872
2024.04.11 20:00:00,1.07175,1.07345,1.07152,1.07252,6913
2024.04.12 00:00:00,1.07251,1.07289,1.07207,1.07259,1904
2024.04.12 04:00:00,1.07259,1.07282,1.07107,1.07113,3490
2024.04.12 08:00:00,1.07113,1.0714,1.06709,1.0671,8772
2024.04.12 12:00:00,1.06711,1.06749,1.06313,1.06382,10133
2024.04.12 16:00:00,1.06385,1.06508,1.06225,1.06418,14882
2024.04.12 20:00:00,1.06418,1.06505,1.0636700000000001,1.06406,6933
2024.04.15 00:00:00,1.0636,1.06508,1.06278,1.06455,4854
2024.04.15 04:00:00,1.06455,1.06547,1.06391,1.06524,4896
2024.04.15 08:00:00,1.06524,1.06648,1.065,1.06563,9880
2024.04.15 12:00:00,1.06563,1.06651,1.0631,1.0647,10308
2024.04.15 16:00:00,1.06471,1.06607,1.06219,1.0636,13853
2024.04.15 20:00:00,1.0636,1.06395,1.06203,1.06237,8278
2024.04.16 00:00:00,1.06234,1.06284,1.06178,1.06184,2770
2024.04.16 04:00:00,1.06184,1.06192,1.06062,1.0614,4864
2024.04.16 08:00:00,1.0614,1.06247,1.06023,1.06158,9895
2024.04.16 12:00:00,1.06159,1.06536,1.06159,1.06389,10268
2024.04.16 16:00:00,1.06389,1.06448,1.06187,1.06249,16229
2024.04.16 20:00:00,1.0625,1.06348,1.0601099999999999,1.06181,12260
2024.04.17 00:00:00,1.0618,1.06252,1.06119,1.06222,3268
2024.04.17 04:00:00,1.06222,1.06356,1.06203,1.06249,4214
2024.04.17 08:00:00,1.06249,1.06487,1.06061,1.06406,9973
2024.04.17 12:00:00,1.06404,1.06491,1.06314,1.06348,9869
2024.04.17 16:00:00,1.06348,1.06562,1.06299,1.06497,14946
2024.04.17 20:00:00,1.06497,1.06796,1.06479,1.0672,8780
2024.04.18 00:00:00,1.06702,1.06742,1.06642,1.06699,2545
2024.04.18 04:00:00,1.06699,1.06802,1.06644,1.06783,3767
2024.04.18 08:00:00,1.06782,1.069,1.06748,1.06784,8197
2024.04.18 12:00:00,1.06785,1.06812,1.06598,1.06628,8901
2024.04.18 16:00:00,1.06629,1.06684,1.06464,1.06532,16589
2024.04.18 20:00:00,1.06532,1.06547,1.06408,1.06425,8751
2024.04.19 00:00:00,1.06424,1.06447,1.0636,1.06386,3319
2024.04.19 04:00:00,1.06386,1.06432,1.06104,1.06347,20729
2024.04.19 08:00:00,1.06347,1.06593,1.0627,1.06454,17227
2024.04.19 12:00:00,1.06457,1.06736,1.06429,1.06654,8353
2024.04.19 16:00:00,1.06649,1.06775,1.06402,1.06535,10826
2024.04.19 20:00:00,1.0653299999999999,1.06584,1.06465,1.06557,5722
2024.04.22 00:00:00,1.06526,1.06648,1.06478,1.0653299999999999,3387
2024.04.22 04:00:00,1.0653299999999999,1.06706,1.0653299999999999,1.06653,4096
2024.04.22 08:00:00,1.06654,1.06692,1.06474,1.06568,6808
2024.04.22 12:00:00,1.06568,1.06618,1.06308,1.06396,6981
2024.04.22 16:00:00,1.06396,1.06508,1.0624,1.06487,7607
2024.04.22 20:00:00,1.06487,1.06607,1.06481,1.06539,3821
2024.04.23 00:00:00,1.06521,1.06593,1.06496,1.06587,1684
2024.04.23 04:00:00,1.06587,1.06605,1.06534,1.0655000000000001,2973
2024.04.23 08:00:00,1.06549,1.06949,1.06385,1.06707,7409
2024.04.23 12:00:00,1.06706,1.0678,1.06532,1.06721,7098
2024.04.23 16:00:00,1.0672,1.07112,1.066,1.06999,10442
2024.04.23 20:00:00,1.06999,1.07077,1.06993,1.07006,3798
2024.04.24 00:00:00,1.07006,1.07106,1.06991,1.07095,1858
2024.04.24 04:00:00,1.07095,1.07141,1.07042,1.07052,3409
2024.04.24 08:00:00,1.07052,1.07056,1.06807,1.06831,5681
2024.04.24 12:00:00,1.06833,1.06931,1.06779,1.06867,6137
2024.04.24 16:00:00,1.06867,1.07024,1.0681,1.06905,8265
2024.04.24 20:00:00,1.06904,1.07069,1.0687,1.0698,4435
2024.04.25 00:00:00,1.06982,1.07045,1.06884,1.07032,1778
2024.04.25 04:00:00,1.07033,1.07099,1.06969,1.0709,2824
2024.04.25 08:00:00,1.0709,1.07287,1.07076,1.07257,5773
2024.04.25 12:00:00,1.07257,1.07402,1.06854,1.06919,7338
2024.04.25 16:00:00,1.06927,1.07351,1.06784,1.07311,11483
2024.04.25 20:00:00,1.07311,1.07387,1.07228,1.0729,5712
2024.04.26 00:00:00,1.07283,1.07301,1.07227,1.07272,1735
2024.04.26 04:00:00,1.07273,1.07291,1.07185,1.07224,3165
2024.04.26 08:00:00,1.07224,1.07527,1.07214,1.07409,7025
2024.04.26 12:00:00,1.07409,1.07432,1.07102,1.07163,8176
2024.04.26 16:00:00,1.07165,1.07237,1.0674,1.06945,9851
2024.04.26 20:00:00,1.06945,1.0707,1.06904,1.06922,3405
2024.04.29 00:00:00,1.0694,1.0711,1.06865,1.07097,2398
2024.04.29 04:00:00,1.07097,1.07334,1.07074,1.07289,5943
2024.04.29 08:00:00,1.07289,1.07337,1.07013,1.07045,10027
2024.04.29 12:00:00,1.07044,1.07271,1.06972,1.07033,7020
2024.04.29 16:00:00,1.07032,1.07289,1.06901,1.07259,8156
2024.04.29 20:00:00,1.07259,1.07295,1.0715,1.072,4760
2024.04.30 00:00:00,1.07197,1.07221,1.07101,1.0715,2342
2024.04.30 04:00:00,1.07149,1.07178,1.07023,1.07055,2817
2024.04.30 08:00:00,1.07055,1.07121,1.069,1.07107,6040
2024.04.30 12:00:00,1.07112,1.07353,1.06898,1.07002,8167
2024.04.30 16:00:00,1.0701,1.07196,1.06758,1.06788,11920
2024.04.30 20:00:00,1.0679,1.0683,1.0663,1.0665499999999999,5070
2024.05.01 00:00:00,1.0665,1.0671599999999999,1.0658,1.06615,2246
2024.05.01 04:00:00,1.06615,1.06631,1.06549,1.06558,1981
2024.05.01 08:00:00,1.06557,1.06705,1.06494,1.06694,4352
2024.05.01 12:00:00,1.06697,1.06848,1.06667,1.06842,5303
2024.05.01 16:00:00,1.06841,1.06924,1.06707,1.06714,7868
2024.05.01 20:00:00,1.06717,1.07327,1.06706,1.07089,12602
2024.05.02 00:00:00,1.07096,1.07195,1.0693,1.07117,3259
2024.05.02 04:00:00,1.07116,1.07208,1.07069,1.07176,3390
2024.05.02 08:00:00,1.07177,1.07281,1.07,1.07042,7797
2024.05.02 12:00:00,1.07041,1.07121,1.06935,1.0701100000000001,8121
2024.05.02 16:00:00,1.07014,1.07215,1.06742,1.07166,11044
2024.05.02 20:00:00,1.07167,1.07302,1.07139,1.07245,5221
2024.05.03 00:00:00,1.0722,1.07315,1.07192,1.07314,2311
2024.05.03 04:00:00,1.07314,1.07394,1.07308,1.07322,2955
2024.05.03 08:00:00,1.07323,1.07441,1.07244,1.07425,6039
2024.05.03 12:00:00,1.07422,1.0812,1.07387,1.07937,7965
2024.05.03 16:00:00,1.07928,1.07985,1.07514,1.07635,13800
2024.05.03 20:00:00,1.07634,1.07693,1.07591,1.07611,3886
2024.05.06 00:00:00,1.0763,1.07688,1.07552,1.07674,2384
2024.05.06 04:00:00,1.07674,1.07715,1.07622,1.07628,3543
2024.05.06 08:00:00,1.07627,1.07761,1.07577,1.07684,5678
2024.05.06 12:00:00,1.07685,1.07908,1.07661,1.07874,5595
2024.05.06 16:00:00,1.07874,1.07888,1.07712,1.07742,6051
2024.05.06 20:00:00,1.07742,1.07764,1.07658,1.07676,3082
2024.05.07 00:00:00,1.07678,1.0776,1.07628,1.07749,2336
2024.05.07 04:00:00,1.07749,1.07767,1.07606,1.07657,3804
2024.05.07 08:00:00,1.07657,1.07695,1.07541,1.07637,6394
2024.05.07 12:00:00,1.07636,1.07791,1.07552,1.07755,6211
2024.05.07 16:00:00,1.07757,1.07874,1.0766,1.07703,7795
2024.05.07 20:00:00,1.07705,1.07707,1.07479,1.07538,4225
2024.05.08 00:00:00,1.07534,1.07552,1.07469,1.0748,2027
2024.05.08 04:00:00,1.0748,1.07488,1.07381,1.07412,3322
2024.05.08 08:00:00,1.07412,1.0749,1.0735,1.07441,5245
2024.05.08 12:00:00,1.07441,1.07538,1.07399,1.07489,5664
2024.05.08 16:00:00,1.07489,1.07574,1.07441,1.07457,6712
2024.05.08 20:00:00,1.07457,1.0748,1.0741,1.07476,3154
2024.05.09 00:00:00,1.07476,1.07501,1.07397,1.07432,1742
2024.05.09 04:00:00,1.07432,1.07514,1.07422,1.07452,2932
2024.05.09 08:00:00,1.07453,1.07464,1.07261,1.0728,4811
2024.05.09 12:00:00,1.07281,1.07623,1.07239,1.07594,7549
2024.05.09 16:00:00,1.07594,1.07816,1.07505,1.07758,8230
2024.05.09 20:00:00,1.07758,1.07843,1.07736,1.07816,4040
2024.05.10 00:00:00,1.07812,1.07855,1.07764,1.07792,1727
2024.05.10 04:00:00,1.07792,1.07825,1.07731,1.07739,3093
2024.05.10 08:00:00,1.07739,1.07866,1.07715,1.07806,6427
2024.05.10 12:00:00,1.0781,1.0786,1.07662,1.077,6407
2024.05.10 16:00:00,1.077,1.07901,1.07603,1.07759,8653
2024.05.10 20:00:00,1.07759,1.07773,1.0768,1.07694,3139
2024.05.13 00:00:00,1.07686,1.07752,1.07648,1.07692,2234
2024.05.13 04:00:00,1.07692,1.07731,1.07658,1.07696,3211
2024.05.13 08:00:00,1.07696,1.07845,1.07687,1.07836,5107
2024.05.13 12:00:00,1.07836,1.07996,1.07772,1.07981,5199
2024.05.13 16:00:00,1.07982,1.08068,1.07893,1.07935,6508
2024.05.13 20:00:00,1.07935,1.0794,1.07866,1.07893,2743
2024.05.14 00:00:00,1.07882,1.07935,1.07853,1.07875,1539
2024.05.14 04:00:00,1.07875,1.07896,1.07843,1.07853,2351
2024.05.14 08:00:00,1.07853,1.07893,1.07753,1.07835,4991
2024.05.14 12:00:00,1.07835,1.08104,1.07664,1.08032,6746
2024.05.14 16:00:00,1.0803,1.08256,1.08006,1.08168,8339
2024.05.14 20:00:00,1.08168,1.08229,1.08154,1.08182,3068
2024.05.15 00:00:00,1.08172,1.0819,1.08131,1.08169,1972
2024.05.15 04:00:00,1.08169,1.08277,1.08164,1.08214,2557
2024.05.15 08:00:00,1.08214,1.08345,1.08212,1.08299,5221
2024.05.15 12:00:00,1.08299,1.08693,1.08219,1.08612,7845
2024.05.15 16:00:00,1.08612,1.08744,1.08317,1.08719,10455
2024.05.15 20:00:00,1.08719,1.08857,1.08716,1.08837,3950
2024.05.16 00:00:00,1.08837,1.08949,1.08766,1.08935,2720
2024.05.16 04:00:00,1.08936,1.08938,1.08814,1.08847,4217
2024.05.16 08:00:00,1.08847,1.08851,1.0866500000000001,1.08732,5966
2024.05.16 12:00:00,1.08732,1.08749,1.08607,1.08632,6519
2024.05.16 16:00:00,1.08633,1.08757,1.08544,1.08734,8093
2024.05.16 20:00:00,1.08734,1.08755,1.08644,1.08663,3781
2024.05.17 00:00:00,1.08662,1.08688,1.08593,1.08628,1789
2024.05.17 04:00:00,1.08628,1.08638,1.08544,1.08562,2861
2024.05.17 08:00:00,1.08562,1.08682,1.08417,1.0844,5525
2024.05.17 12:00:00,1.0844,1.08469,1.08358,1.08429,5348
2024.05.17 16:00:00,1.0843,1.08783,1.0843,1.08686,7338
2024.05.17 20:00:00,1.08683,1.08764,1.08673,1.08685,3960
2024.05.20 00:00:00,1.0867,1.08772,1.08647,1.08753,1959
2024.05.20 04:00:00,1.08752,1.08822,1.08717,1.08807,3191
2024.05.20 08:00:00,1.08807,1.08845,1.08695,1.08748,5011
2024.05.20 12:00:00,1.08746,1.08751,1.08535,1.08575,5527
2024.05.20 16:00:00,1.08575,1.08698,1.08575,1.08657,7128
2024.05.20 20:00:00,1.08657,1.08706,1.08559,1.08561,4059
2024.05.21 00:00:00,1.08557,1.08618,1.08532,1.08615,2976
2024.05.21 04:00:00,1.0861399999999999,1.08616,1.08509,1.08588,3006
2024.05.21 08:00:00,1.08589,1.08694,1.08566,1.08666,6046
2024.05.21 12:00:00,1.08666,1.08748,1.08547,1.08571,6065
2024.05.21 16:00:00,1.08571,1.08618,1.08429,1.08538,9205
2024.05.21 20:00:00,1.08539,1.08563,1.08462,1.08532,3158
2024.05.22 00:00:00,1.08518,1.08598,1.08517,1.08575,1701
2024.05.22 04:00:00,1.0857,1.08633,1.08527,1.08535,3081
2024.05.22 08:00:00,1.08535,1.08634,1.08464,1.08483,5484
2024.05.22 12:00:00,1.08483,1.08496,1.0822,1.0832,6773
2024.05.22 16:00:00,1.0832,1.08441,1.08317,1.08424,8051
2024.05.22 20:00:00,1.08424,1.08469,1.08174,1.08221,6300
2024.05.23 00:00:00,1.08214,1.08288,1.08192,1.08256,1877
2024.05.23 04:00:00,1.08256,1.08323,1.0822,1.08266,2873
2024.05.23 08:00:00,1.08266,1.08448,1.08124,1.08386,6942
2024.05.23 12:00:00,1.08386,1.08544,1.08333,1.08527,7312
2024.05.23 16:00:00,1.08528,1.0861,1.0818,1.08182,10610
2024.05.23 20:00:00,1.08183,1.08201,1.08047,1.08144,5590
2024.05.24 00:00:00,1.08141,1.08152,1.08075,1.08102,2630
2024.05.24 04:00:00,1.08102,1.08138,1.08054,1.08092,3357
2024.05.24 08:00:00,1.0809,1.08283,1.08076,1.08246,5454
2024.05.24 12:00:00,1.08246,1.08537,1.08236,1.08512,6656
2024.05.24 16:00:00,1.08512,1.08578,1.08421,1.08471,7967
2024.05.24 20:00:00,1.08471,1.08536,1.08444,1.08457,4252
2024.05.27 00:00:00,1.0848,1.08511,1.08416,1.08486,1920
2024.05.27 04:00:00,1.08486,1.0852,1.08472,1.08487,2394
2024.05.27 08:00:00,1.08487,1.08535,1.08441,1.08494,3672
2024.05.27 12:00:00,1.08494,1.08674,1.08409,1.0849,4958
2024.05.27 16:00:00,1.0849199999999999,1.08624,1.08445,1.08599,4484
2024.05.27 20:00:00,1.08599,1.08609,1.08559,1.08581,962
2024.05.28 00:00:00,1.08564,1.08684,1.08506,1.08652,4783
2024.05.28 04:00:00,1.08652,1.08801,1.08644,1.0876,3647
2024.05.28 08:00:00,1.08761,1.08799,1.08671,1.087,5221
2024.05.28 12:00:00,1.087,1.0889,1.08672,1.08765,5935
2024.05.28 16:00:00,1.08764,1.08802,1.08579,1.08748,8683
2024.05.28 20:00:00,1.08745,1.08758,1.08551,1.08559,5642
2024.05.29 00:00:00,1.08555,1.08588,1.08477,1.08512,2373
2024.05.29 04:00:00,1.08512,1.08569,1.08438,1.08475,2942
2024.05.29 08:00:00,1.08475,1.08588,1.08292,1.08373,6581
2024.05.29 12:00:00,1.08373,1.08584,1.08354,1.08462,6874
2024.05.29 16:00:00,1.08466,1.0847,1.08074,1.08155,9732
2024.05.29 20:00:00,1.08153,1.08159,1.07994,1.08003,5040
2024.05.30 00:00:00,1.08003,1.08039,1.07955,1.07965,2317
2024.05.30 04:00:00,1.07966,1.08046,1.07921,1.07959,4230
2024.05.30 08:00:00,1.07958,1.08185,1.07885,1.0815,7690
2024.05.30 12:00:00,1.0815,1.08327,1.08084,1.0829,7722
2024.05.30 16:00:00,1.08291,1.08451,1.08255,1.084,9372
2024.05.30 20:00:00,1.084,1.08433,1.0827,1.08313,4517
2024.05.31 00:00:00,1.0830899999999999,1.08339,1.08263,1.08322,2404
2024.05.31 04:00:00,1.08322,1.08337,1.08112,1.08181,4508
2024.05.31 08:00:00,1.0818,1.08384,1.08147,1.0834,6847
2024.05.31 12:00:00,1.08335,1.08822,1.08335,1.08801,8466
2024.05.31 16:00:00,1.08801,1.08808,1.08398,1.08473,11141
2024.05.31 20:00:00,1.08473,1.08527,1.08406,1.08474,5540
2024.06.03 00:00:00,1.085,1.08575,1.08417,1.08564,2618
2024.06.03 04:00:00,1.08564,1.08587,1.08493,1.0852,3528
2024.06.03 08:00:00,1.08519,1.08586,1.08334,1.08402,7354
2024.06.03 12:00:00,1.08403,1.08499,1.08278,1.08443,7892
2024.06.03 16:00:00,1.08443,1.08904,1.08443,1.08852,10662
2024.06.03 20:00:00,1.08852,1.09039,1.08813,1.09036,5434
2024.06.04 00:00:00,1.09029,1.0916,1.08946,1.09128,2544
2024.06.04 04:00:00,1.09128,1.0913599999999999,1.09052,1.09094,3402
2024.06.04 08:00:00,1.09093,1.09109,1.08742,1.08808,8276
2024.06.04 12:00:00,1.08807,1.08821,1.08593,1.08645,9678
2024.06.04 16:00:00,1.08646,1.08835,1.0862,1.08803,11039
2024.06.04 20:00:00,1.08802,1.08876,1.08773,1.08785,5754
2024.06.05 00:00:00,1.08781,1.08861,1.08773,1.08842,1916
2024.06.05 04:00:00,1.08842,1.08861,1.08766,1.08807,3054
2024.06.05 08:00:00,1.08807,1.08824,1.087,1.08758,6261
2024.06.05 12:00:00,1.08757,1.08843,1.086,1.08839,7116
2024.06.05 16:00:00,1.08839,1.08917,1.08544,1.08642,10634
2024.06.05 20:00:00,1.08643,1.08773,1.08607,1.08678,4326
2024.06.06 00:00:00,1.08677,1.08823,1.08669,1.0882,1855
2024.06.06 04:00:00,1.08819,1.08958,1.08819,1.08872,3784
2024.06.06 08:00:00,1.08872,1.08882,1.08713,1.08772,6066
2024.06.06 12:00:00,1.08769,1.0902,1.08622,1.08815,7800
2024.06.06 16:00:00,1.08813,1.08913,1.0872,1.08819,9295
2024.06.06 20:00:00,1.08818,1.08942,1.0881,1.0887,4641
2024.06.07 00:00:00,1.08857,1.08928,1.0885,1.08895,2041
2024.06.07 04:00:00,1.08895,1.08978,1.08873,1.0895299999999999,3580
2024.06.07 08:00:00,1.08954,1.08984,1.08832,1.0889,7062
2024.06.07 12:00:00,1.08889,1.09019,1.08242,1.08332,9773
2024.06.07 16:00:00,1.08332,1.08357,1.08032,1.08052,11435
2024.06.07 20:00:00,1.08051,1.08071,1.07992,1.07994,5355
2024.06.10 00:00:00,1.0774,1.07816,1.0760399999999999,1.0778,3477
2024.06.10 04:00:00,1.0778,1.07799,1.07481,1.07542,3227
2024.06.10 08:00:00,1.0754299999999999,1.0768,1.0748,1.07567,7967
2024.06.10 12:00:00,1.07567,1.0760399999999999,1.07327,1.07415,7434
2024.06.10 16:00:00,1.07414,1.07587,1.07332,1.07541,7973
2024.06.10 20:00:00,1.07541,1.07659,1.07503,1.07644,4472
2024.06.11 00:00:00,1.07643,1.07677,1.0757,1.07637,2358
2024.06.11 04:00:00,1.07637,1.07708,1.07623,1.07683,3071
2024.06.11 08:00:00,1.07683,1.07735,1.07436,1.07454,6665
2024.06.11 12:00:00,1.07452,1.07564,1.0724,1.07323,9479
2024.06.11 16:00:00,1.07322,1.07389,1.07196,1.07373,8717
2024.06.11 20:00:00,1.07373,1.07494,1.07367,1.07396,4309
2024.06.12 00:00:00,1.07365,1.07424,1.0733,1.07361,2098
2024.06.12 04:00:00,1.07361,1.07432,1.07347,1.07367,3066
2024.06.12 08:00:00,1.07367,1.07538,1.07356,1.07466,5663
2024.06.12 12:00:00,1.07467,1.083,1.07442,1.08268,8491
2024.06.12 16:00:00,1.08267,1.08523,1.08173,1.08441,10973
2024.06.12 20:00:00,1.08441,1.08458,1.08038,1.08081,11640
2024.06.13 00:00:00,1.08081,1.08156,1.08037,1.0813,2545
2024.06.13 04:00:00,1.08129,1.08158,1.08031,1.0804,3523
2024.06.13 08:00:00,1.0804,1.08165,1.08005,1.08061,6652
2024.06.13 12:00:00,1.08061,1.08161,1.07807,1.07934,8766
2024.06.13 16:00:00,1.07936,1.08076,1.0733,1.07352,11587
2024.06.13 20:00:00,1.07352,1.0744,1.07351,1.07363,5121
2024.06.14 00:00:00,1.07358,1.07408,1.07324,1.07363,2341
2024.06.14 04:00:00,1.07364,1.07449,1.07352,1.07364,3766
2024.06.14 08:00:00,1.07363,1.07373,1.06896,1.06918,8961
2024.06.14 12:00:00,1.06918,1.07059,1.06717,1.06892,11728
2024.06.14 16:00:00,1.06895,1.07018,1.06676,1.07004,10708
2024.06.14 20:00:00,1.07005,1.0707200000000001,1.06946,1.07018,4788
2024.06.17 00:00:00,1.07035,1.07081,1.06988,1.0704,2739
2024.06.17 04:00:00,1.0704,1.07056,1.06988,1.07041,3530
2024.06.17 08:00:00,1.07043,1.07122,1.06863,1.07071,8959
2024.06.17 12:00:00,1.07071,1.07178,1.0702099999999999,1.07137,8235
2024.06.17 16:00:00,1.07138,1.07277,1.07116,1.07252,8868
2024.06.17 20:00:00,1.0725,1.07378,1.07233,1.07326,4601
2024.06.18 00:00:00,1.07336,1.07409,1.07285,1.0735999999999999,2146
2024.06.18 04:00:00,1.07361,1.07368,1.07202,1.07215,3785
2024.06.18 08:00:00,1.07215,1.07351,1.07149,1.07193,7794
2024.06.18 12:00:00,1.0719400000000001,1.0734,1.07099,1.07311,8650
2024.06.18 16:00:00,1.07312,1.07614,1.073,1.07393,9989
2024.06.18 20:00:00,1.07389,1.07431,1.07322,1.07393,5338
2024.06.19 00:00:00,1.07393,1.07412,1.07347,1.07374,1647
2024.06.19 04:00:00,1.07374,1.07425,1.07354,1.07359,2962
2024.06.19 08:00:00,1.0735999999999999,1.07417,1.07248,1.07403,7101
2024.06.19 12:00:00,1.07404,1.07533,1.07325,1.07458,7325
2024.06.19 16:00:00,1.0746,1.07509,1.07408,1.07471,4421
2024.06.19 20:00:00,1.0747,1.07472,1.07415,1.07416,958
2024.06.20 00:00:00,1.07419,1.07488,1.07363,1.07462,1854
2024.06.20 04:00:00,1.07462,1.0748,1.0739,1.07426,3292
2024.06.20 08:00:00,1.07426,1.07436,1.07127,1.07167,6598
2024.06.20 12:00:00,1.07168,1.07319,1.0713,1.0719,8769
2024.06.20 16:00:00,1.0719,1.07307,1.07034,1.07071,9375
2024.06.20 20:00:00,1.07071,1.07177,1.07009,1.0701100000000001,5406
2024.06.21 00:00:00,1.07012,1.07076,1.06999,1.07067,2111
2024.06.21 04:00:00,1.07066,1.07184,1.07049,1.07182,3352
2024.06.21 08:00:00,1.07182,1.07205,1.0671,1.0691,7858
2024.06.21 12:00:00,1.06909,1.06981,1.06766,1.06947,8017
2024.06.21 16:00:00,1.06944,1.06977,1.06782,1.06922,9972
2024.06.21 20:00:00,1.06923,1.06968,1.06901,1.06915,4570
2024.06.24 00:00:00,1.0685,1.06955,1.06835,1.06918,2345
2024.06.24 04:00:00,1.06918,1.06946,1.06837,1.06946,3265
2024.06.24 08:00:00,1.06946,1.07178,1.06944,1.07135,6344
2024.06.24 12:00:00,1.0713300000000001,1.07359,1.07131,1.07346,8212
2024.06.24 16:00:00,1.07346,1.07464,1.07233,1.07277,7851
2024.06.24 20:00:00,1.07277,1.07382,1.0722,1.07313,4482
2024.06.25 00:00:00,1.07314,1.07357,1.07274,1.07341,1776
2024.06.25 04:00:00,1.0734,1.07398,1.07322,1.07395,3298
2024.06.25 08:00:00,1.07395,1.07442,1.07208,1.07342,6507
2024.06.25 12:00:00,1.07342,1.07352,1.07022,1.07049,7366
2024.06.25 16:00:00,1.0705,1.07129,1.06908,1.07046,7992
2024.06.25 20:00:00,1.07046,1.07175,1.07044,1.07132,3878
2024.06.26 00:00:00,1.07116,1.07153,1.0701100000000001,1.07114,1976
2024.06.26 04:00:00,1.07114,1.07179,1.07076,1.07103,3328
2024.06.26 08:00:00,1.07103,1.07112,1.06853,1.06947,6202
2024.06.26 12:00:00,1.06947,1.06996,1.0677,1.0677,7861
2024.06.26 16:00:00,1.06771,1.06957,1.06659,1.06821,9974
2024.06.26 20:00:00,1.06821,1.06909,1.0675,1.06797,4379
2024.06.27 00:00:00,1.06787,1.0682,1.0674,1.06782,2266
2024.06.27 04:00:00,1.06782,1.06947,1.0677699999999999,1.06942,3349
2024.06.27 08:00:00,1.06942,1.06989,1.06805,1.06879,6439
2024.06.27 12:00:00,1.06879,1.0722,1.06872,1.07195,8455
2024.06.27 16:00:00,1.0719400000000001,1.07264,1.07003,1.07066,9525
